Genotype	X.1060..pyruvic.acid..6.714	X.971..oxalic.acid..7.883	X.6287..L.valine.2..9.151	X.700..ethanolamine..9.879	X.6106..L.leucine.2..9.945	X.938..nicotinic.acid..10.27	X.791..DL.isoleucine.2..10.225	X.444266..maleic.acid..10.323	X.439194..glyceric.acid..10.735	X.444972..fumaric.acid..10.94	X.439742..beta.cyano.L.alanine..11.288	X.6288..L.threonine.2..11.464	X.239..Beta..alanine..1..12.044	X.12647..L.homoserine.2..12.359	X.5960..aspartic.acid.2..13.207	X.5810..trans.4.hydroxy.L.proline.2..13.267	X.119..gamma.aminobutyric.acid..GABA...13.326	X.5460407..threonic.acid..13.652	X.1001..phenethylamine..13.742	X.51..alpha.ketoglutaric.acid..13.859	X.738..L.glutamine.2..14.083	X.236..L.asparagine.2..14.984	X.2724705..1.6.anhydro.glucose..15.326	X.6912..xylitol..15.376	X.827..ribitol..15.66	X.754..glycerol.1.phosphate..16.056	X.439183..3.phosphoglyceric.acid..16.504	X.6262..L.ornithine.2..16.632	X.9750..citrulline.2..16.691	X.835..dehydroascorbic.acid..1..16.863	X.204..allantoin.1..17.293	X.448388..D.allose.1..17.278	X.5962..L.lysine.2..17.643	X.637542..4.hydroxycinnamic.acid..17.854	X.6057..tyrosine.2..17.871	X.128869..galactonic.acid.2..18.504	X.5460673..D.saccharic.acid..18.614	X.3037582..mucic.acid..18.907	X.1549111..caffeic.acid..19.755	X.5280450..linoleic.acid..20.399	X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65	X.439958..D.glucose.6.phosphate.1..21.394	X.60961..adenosine..23.825	X.5460935..turanose.1..24.81	X.6255..maltose.1..24.702	X.6255..maltose..2..24.915	X.642609..trans.caftaric.acid.2..25.529	X.6537496..chlorogenic.acid.1..26.37	X.439451..galactinol.2..26.479	X.2116..alpha.tocophereol..27.379	X.6537496..chlorogenic.acid.2..27.18._alt	X.5321515..stigmasterol..28.442	X.5321342..beta.sitosterol..28.848	X.439242..Raffinose..29.282	X.750..glycine..10.456..s100	X.5951..L.serine.2..11.174..s100	X.92824..D.malic.acid..12.794..s100	X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	X.444212..trans.aconitic.acid..15.842..s100	X.8742..shikimic.acid..16.433..s100	X.311..citric.acid..16.615..s100	X.6508..quinic.acid..17.076..s100	X.5984..fructose.1..17.18..s100	X.892..myo.inositol..19.354..s100	X.5988..Sucrose..23.988..s100	X.6537496..chlorogenic.acid.2..27.18..s100
NC238	0.010666894	0.000377976	0.009743129	0.003809367	0.004803865	0.001135395	0.003463072	4.70E-05	0.011926367	0.003180058	0.000459786	0.010914603	0.001721091	0.002537311	0.059529137	0.013195613	0.006457888	0.014594557	4.31E-05	0.013241913	0.000442153	0.001934797	0.001970754	NA	0.018348624	0.00557802	0.00796454	0.006288527	0.002424513	0.001709567	0.006685358	0.000783765	0.00104988	0.002207508	0.021077855	0.000346417	0.001114423	0.007618815	0.015805327	0.000711607	0.000135439	0.014802725	0.000231786	0.001294412	0.004806512	0.000363927	0.010659565	4.93E-05	0.020249744	2.61E-05	0.00334893	NA	NA	0.013185026	0.074424383	0.05751206	0.014926442	0.009139674	0.010829983	0.032808614	0.019978894	0.055627781	0.061202105	0.051877697	0.629838566	0.002235272
NC250	0.006133727	0.000257005	0.009034749	0.005190239	0.003925057	0.000265517	0.003535897	3.05E-05	0.019261524	0.004235864	0.000639131	0.012508108	0.005562419	0.001469908	0.080722524	0.001230329	0.014156894	0.008076477	0.005089846	0.005945979	0.000721649	0.003141049	0.002442246	NA	0.018587361	0.026410774	0.004772095	0.005563943	0.00276833	0.002003362	0.003229569	0.000566111	0.000643298	0.002800809	0.016945025	0.000298488	0.000851563	0.001409879	0.008998462	0.000826028	0.000154687	0.021332934	0.000231426	0.003246951	0.004033736	0.002559214	0.002855149	0.000905858	0.024779056	0.00160027	0.024445715	0.000732266	0.005552071	0.009394565	0.109825458	0.08482652	0.027619502	0.008933741	0.019939074	0.032332375	0.018395738	0.021083629	0.055591175	0.045984167	0.755354289	0.004396954
NC258	0.004967637	0.000403373	0.005104829	0.003370598	0.001779927	0.001412571	0.003173038	4.15E-05	0.008257285	0.012901785	0.000684329	0.008924649	0.002757591	0.002309285	0.070787958	0.000378513	0.002342042	0.006917462	4.14E-05	0.003475237	0.000670472	0.007097446	0.001191577	0.001977182	0.019455253	0.03225352	0.012954665	0.00363138	0.001445685	0.001062383	0.005798633	0.000493238	0.000614281	0.003043742	0.016891656	0.000611071	0.001175529	0.005857982	0.012792307	0.001206452	0.000154818	0.025806881	0.000130569	0.002268122	0.003515788	NA	0.000679999	0.000608983	0.051228882	0.000907259	0.030436251	0.001065338	0.00439462	0.051436682	0.086352786	0.058500256	0.035951576	0.013660196	0.016408608	0.035460371	0.01739102	0.021934672	0.042015627	0.04084609	0.483849275	0.001268948
NC260	0.002910236	0.000431184	0.030043131	0.004979341	0.009842391	0.000484445	0.012102538	1.73E-05	0.007962715	0.006209353	0.01517553	0.020003667	0.014399042	0.005985096	0.103815318	0.001014505	0.06352418	0.005417575	0.000115611	0.002236957	0.00060167	0.100480439	0.001362782	NA	0.021008403	0.029382255	0.006044643	0.009894972	0.007132966	0.000876044	0.025887423	0.001142773	0.002485593	0.001927755	0.038342995	0.000771476	0.001764575	0.00437971	0.005802124	0.00086704	0.000358216	0.023121765	0.000100151	0.002025528	0.004747439	0.006394959	0.000410627	0.000852174	0.004429658	0.003301071	0.039890194	0.00207675	0.006679696	0.005364739	0.169134033	0.155091243	0.013791776	0.00641478	0.016992193	0.01649714	0.019307092	0.02097354	0.087966152	0.034249345	0.498846734	0.017563946
NC262	0.004820628	0.000187681	0.005586714	0.00504505	0.003064699	0.00013201	0.002861913	2.54E-05	0.007550481	0.006376068	0.000240087	0.007555073	0.002841196	0.001017297	0.080299562	0.00033153	0.001267182	0.004962231	0.000903555	0.002368828	0.000165127	0.001318057	0.00080354	NA	0.019880716	0.015963541	0.002022194	0.002382351	0.00127009	0.001470274	0.003197525	0.000386793	0.000399652	0.001501656	0.017821679	0.000247691	0.000229525	0.003213344	0.006517773	0.002610549	0.00280466	0.010532667	0.000107414	0.001495175	0.003217936	0.002782922	8.78E-05	0.000104914	0.012877512	0.001327701	0.002269119	0.000992191	0.004193186	0.007042904	0.037329509	0.040381922	0.021091673	0.004648675	0.013145391	0.028407456	0.017573892	0.028567583	0.043524406	0.034382179	0.444986762	0.003557812
NC264	0.011541902	0.000229027	0.014026726	0.002575549	0.001405142	0.001005436	0.001512988	2.27E-05	0.013964883	0.008889602	0.000295412	0.00965914	0.003358015	0.001662877	0.073593374	0.001495401	0.004112878	0.01455163	8.93E-05	0.006968873	0.000726038	0.001308069	0.001471526	0.002096474	0.018416206	0.008677055	0.004679477	0.003552219	0.001449223	0.002819018	0.001649018	0.000754397	0.000421484	0.001909956	0.012195732	0.000995537	0.000881576	0.002080576	0.009092833	0.000145872	0.000125374	0.017974457	0.000175919	0.002839865	0.010376968	0.002500314	0.005562101	0.00208308	0.013273784	0.000266878	0.032245001	0.000328255	0.000852053	0.016410808	0.139514184	0.038527155	0.025342547	0.010895478	0.033467488	0.059330739	0.016426725	0.018160767	0.111838295	0.043208576	1.080798956	0.015876548
NC290A	0.009141193	0.000136845	0.015920603	0.006589112	0.011132332	0.000632357	0.007187565	4.92E-05	0.012071057	0.008284343	0.0043566	0.01640277	0.010587261	0.002414514	0.103037967	0.000953441	0.006340815	0.006949006	0.001283615	0.005375182	0.001188754	0.028675669	0.00238602	NA	0.019011407	0.032287377	0.005775473	0.010671229	0.005328293	0.002870351	0.009990179	0.00060848	0.002222629	0.001814042	0.040298896	0.000540382	0.000183951	0.004377376	0.009061697	0.00127568	6.25E-05	0.017555744	0.000376846	0.00081198	0.004926775	0.002310781	0.000103445	0.000271093	0.021607924	0.001715213	0.00474167	0.000890754	0.005208905	0.01893321	0.215560975	0.124340126	0.026438915	0.014176934	0.010441205	0.032667223	0.025566198	0.007885841	0.06227052	0.049110708	0.516993485	0.006152965
NC294	0.00559802	0.000286891	0.003426389	0.004278973	0.000914757	0.00071888	0.000584286	6.59E-05	0.014585583	0.003423509	6.25E-05	0.002731607	0.001660911	0.000453588	0.048046226	0.000525925	0.008498315	0.004788423	0.009746973	0.005608269	6.90E-05	0.000520334	0.00230487	0.001789279	0.020618557	0.009772596	0.006125978	0.00102953	0.000473409	0.001075397	0.010505621	0.000772921	0.000326617	0.002993045	0.010819702	0.000237636	0.001061294	0.006316434	0.013515226	0.001046894	0.000141455	0.009217703	0.000210446	0.002184168	0.001709489	0.004166487	0.000286214	0.000246657	0.010798315	0.001107712	0.018649452	0.000548075	0.002691542	0.003558781	0.07393746	0.054704885	0.015229239	0.006714559	0.018354602	0.020165766	0.025549561	0.042214479	0.036858293	0.036145975	0.423630169	0.001766989
NC296	0.004698175	0.000255482	0.019208983	0.004364	0.004829764	0.000659895	0.004567454	1.90E-05	0.010604767	0.005334007	0.001476634	0.014956953	0.006747394	0.00194901	0.06695252	0.000991089	0.005420396	0.008183273	5.71E-05	0.005717609	0.000475953	0.010591218	0.000771865	NA	0.019305019	0.02403956	0.002103144	0.002425667	0.000607433	0.001025504	0.005204911	0.000548847	0.000656101	0.000680164	0.017873585	0.000454599	0.000753926	0.002452982	0.005540983	0.001253345	0.000177602	0.010882523	0.000119666	0.002502734	0.003383805	0.00283149	0.000570417	0.000390864	0.019338242	0.000522019	0.0029866	0.001195409	0.004379555	0.032333448	0.126551255	0.07705746	0.025327674	0.01074437	0.044998583	0.030514011	0.01318944	0.04586394	0.097796998	0.071005766	0.669252285	0.007689484
NC296A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC298	0.003289859	5.42E-05	0.017898002	0.003908217	0.003653222	0.000965333	0.004807321	0.000115515	0.006421077	0.007995589	0.005882317	0.014589168	0.003104358	0.001672961	0.066512072	0.000497915	0.012244805	0.006903467	0.001736787	0.002139271	0.000520032	0.027032782	0.000887461	NA	0.02	0.012475341	0.006209454	0.002073165	0.001323829	0.001535267	0.028448961	0.000765293	0.000787718	0.006076381	0.017643685	0.000616694	0.001642835	0.004112816	0.021014496	4.35E-05	0.000503028	0.011438481	0.000137755	0.001461338	0.002529618	0.002354652	0.000824929	0.000317588	0.015133042	0.001033287	0.009948865	0.001489062	0.002933149	0.00560083	0.123375127	0.119308709	0.011507963	NA	0.006526601	0.01578448	0.016807862	0.021077601	0.022744832	0.057668587	0.602785496	0.015459166
NC300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC302	0.009918367	0.000191243	0.016054382	0.006610032	0.007342161	0.000312533	0.006249125	5.54E-05	0.011044365	0.004189618	0.02243197	0.017344471	0.004473222	0.001554486	0.067130219	0.000331622	0.010993501	0.008189771	0.000217327	0.012087545	0.000494647	0.083505197	0.001342672	0.001181544	0.018796992	0.023577116	0.002158744	0.015953603	0.007155424	0.002308609	0.009883569	0.000821704	0.003141102	0.002612665	0.037056063	0.000221477	0.0010069	0.002179552	0.010153775	0.001595568	0.000190176	0.014748169	0.000323678	0.002707693	0.003853431	0.00482743	0.004200941	2.03E-05	0.002958158	0.001621474	0.000863794	0.001131333	0.004881021	0.004870113	0.252128609	0.228274739	0.031793239	0.010278264	0.02133616	0.015349447	0.026199918	0.006344343	0.073256772	0.071683203	1.06220889	0.002524862
NC304	0.020158724	0.000123591	0.020000353	0.014256959	0.009999573	0.001273908	0.009176956	4.22E-05	0.024972898	0.005395087	0.004512207	0.022877428	0.006045109	0.000988478	0.070654222	0.000905196	0.010770925	0.009189823	0.000692241	0.011025445	0.000566891	0.023059221	0.001224	NA	0.017699115	0.017655388	0.001489125	0.002703726	0.00088283	0.004617554	0.043014037	0.001022957	0.000970987	0.002055815	0.022509419	0.000430383	0.002038776	0.002716341	0.010912962	0.002031639	0.000204511	0.00971168	0.000427317	0.005343671	0.003930289	0.013850953	0.001735151	0.000192046	0.014564705	0.00229209	0.001618948	0.001331055	0.008076145	0.025214099	0.124244704	0.087357813	0.013413898	0.01122344	0.014673943	0.031713794	0.024328973	0.044962877	0.144867974	0.108044883	0.850668701	0.003030488
NC306	0.014645054	0.000129234	0.016187692	0.003570497	0.004935431	0.000107244	0.00517853	3.34E-05	0.022544472	0.007332227	0.002532534	0.018166735	0.00508631	0.002920468	0.100193357	0.00226946	0.005391523	0.010278657	5.96E-05	0.007565251	0.001028982	0.011634438	0.00282324	NA	0.020366599	0.008176078	0.003428253	0.004079433	0.001473042	0.002082027	0.003766853	0.000898539	0.000478945	0.00186063	0.019122437	0.000211783	0.000746336	0.004249482	0.009511482	0.00029059	0.000263074	0.014686386	7.67E-05	0.002119848	0.005145776	0.00357942	0.001118151	0.000398813	0.012507763	NA	0.010623761	NA	NA	0.018642514	0.102575001	0.041522693	0.030072046	0.016567525	0.021524129	0.043689352	0.023803574	0.012459776	0.072004326	0.060411214	1.58557919	0.011260693
NC310	0.00832464	0.000156317	0.015997458	0.006040443	0.004307944	0.000658389	0.004401037	8.32E-05	0.004581527	0.010169175	0.000872816	0.011397451	0.003092104	0.000984504	0.070958758	0.000745031	0.013518591	0.0053505	0.003701215	0.005187036	0.001154244	0.00412141	0.001350191	0.001989927	0.019230769	0.012666172	0.005036414	0.002543369	0.001292546	0.002723511	0.011763197	0.000838124	0.000650486	0.002659647	0.021530889	0.000540774	0.001246523	0.00392186	0.012028645	0.001508716	0.000141963	0.015660186	0.000294968	0.000884786	0.003966489	0.004112578	0.000653043	0.00038562	0.011661097	0.001594545	0.011437315	0.000587843	0.003386316	0.004809959	0.127997641	0.090699122	0.024478006	0.011788538	0.005094352	0.02814179	0.021878959	0.029987332	0.044904556	0.065402088	0.691565107	0.010909448
NC314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC318	0.008684173	0.000210775	0.0185519	0.006484349	0.003331169	0.000513252	0.00491218	4.27E-06	0.01359531	0.001835998	0.015131265	0.017635876	0.005026907	0.002470111	0.037287676	0.013979677	0.005983293	0.016003227	0.000103376	0.005288202	0.000532998	0.03948288	0.002435661	0.004725895	0.018656716	0.006087513	0.002958823	0.003529152	0.001001517	0.000716873	0.021710619	0.000658653	0.000524926	0.001225158	0.013376934	0.000629394	0.002515242	0.000409628	0.007984214	0.000225628	9.68E-05	0.021874177	0.000390478	NA	0.005812954	0.002326324	0.018692682	0.0005671	0.021061032	NA	0.019514421	NA	NA	0.012013181	0.364553346	0.123311003	0.006284697	0.011630661	0.00579126	0.032432021	0.016442269	0.048116083	0.05237408	0.060555499	1.383839254	0.004077471
NC320	0.018372106	0.000319865	0.028499121	0.005487027	0.006928665	0.002102365	0.007253025	3.45E-05	0.012629862	0.007077655	0.019900039	0.023667025	0.007737731	0.00293089	0.078682083	0.001751803	0.007408521	0.006535577	0.000225289	0.010524066	0.0008164	0.085600102	0.002229411	0.00328985	0.019379845	0.023168892	0.009061313	0.007010642	0.002836492	0.004444805	0.021155957	0.001010696	0.000670604	0.000598563	0.01900178	0.00082403	0.00143738	0.000559231	0.007950245	0.000169987	0.000265095	0.023629821	0.000298217	0.004228979	0.010211004	0.004702034	0.001116037	0.000508483	0.007903637	0.001339137	0.047298265	0.000457617	0.003765034	0.009445351	0.279784447	0.11494578	0.0206862	0.009741548	0.018679531	0.058606411	0.020600905	0.055966766	0.076859469	0.065887882	1.515089075	0.003537484
NC324	0.005648176	0.000753983	0.01117596	0.009626405	0.035823986	0.00146606	0.02883225	2.66E-05	0.009313195	0.024302555	0.008137469	0.033386877	0.024154015	0.006049468	0.080978086	0.001386308	0.05240623	0.01089232	0.005516293	0.00505607	0.001492837	0.062337992	0.002153047	0.00307676	0.019379845	0.007082662	0.00790343	0.019639396	0.007374999	0.000400184	0.028641541	0.001281834	0.002722276	0.001409606	0.022833175	0.001043842	0.005328166	0.010978978	0.00963447	NA	0.000167464	0.028745224	0.000768742	0.002607155	0.002792962	NA	0.000317375	0.057788003	0.02147375	NA	0.030570722	NA	NA	0.031369141	0.363787196	0.335347133	0.033897498	0.013953739	0.016980078	0.020814693	0.025708213	0.022224478	0.090382885	0.089969348	1.032802252	0.118992123
NC326	0.013747709	0.000417612	0.036931906	0.007374624	0.010493813	0.00018554	0.010534023	6.26E-06	0.010295369	0.008192058	0.000492493	0.016230574	0.006547676	0.002105332	0.092349023	0.000420675	0.046141992	0.005898188	0.00429128	0.007152915	0.001163162	0.002926675	0.001077528	NA	0.01980198	0.010387129	0.004616936	0.00252718	0.001308688	0.001512346	0.011470458	0.00107994	0.000847412	0.002078677	0.054738953	0.0009292	0.00210481	0.004549094	0.008525665	0.000576498	7.50E-05	0.021000204	0.000390827	0.002752409	0.004555872	0.004216399	0.000587056	0.004936728	0.020403308	0.000741966	0.028620326	0.000394346	0.001158014	0.019839193	0.145549612	0.1443926	0.043429056	0.011645992	0.036025442	0.025504849	0.021148667	0.003433102	0.056149868	0.047551307	0.931439121	0.113260751
NC328	0.015090013	0.000189607	0.017334882	0.006488531	0.012212918	0.000998219	0.014948321	2.37E-05	0.004819248	0.005666392	0.005159842	0.028056384	0.006726969	0.002737236	0.052988028	0.000954363	0.029182157	0.005844696	0.00645013	0.007288197	0.002040948	0.025235015	0.001158894	NA	0.019379845	0.006044209	0.001923999	0.002558975	0.001761534	0.002105576	0.017906409	0.001184291	0.000939918	0.003095635	0.015213465	0.000418052	0.001160508	0.001969644	0.011751315	0.000928311	0.00011695	0.011790066	0.000350631	0.00434547	0.004902203	0.0052932	0.001469029	0.000594262	0.0199817	2.63E-05	0.023225573	NA	NA	0.007003547	0.392449807	0.291190382	0.011613073	0.01203161	0.00633633	0.02093214	0.006829038	0.046113223	0.053318414	0.075665103	0.861465366	0.014373297
NC336	0.00748668	0.000419133	0.024521869	0.01678675	0.009932196	0.000300429	0.010190379	2.48E-05	0.010349348	0.004351801	0.005221711	0.016014983	0.005007058	0.003082889	0.057022102	0.001781638	0.005339506	0.007851147	0.000328753	0.010046778	0.000514921	0.045910572	0.001586742	0.001191435	0.019646365	0.015444913	0.004417926	0.008034049	0.002128542	0.002145836	0.008715917	0.000742693	0.001722473	0.0007428	0.041132945	0.000244851	0.001989277	0.004789085	0.008456341	0.000838588	0.00017894	0.027879808	0.000103177	0.005227494	0.002667825	0.00423904	0.000301286	0.000261717	0.010649831	0.002972002	0.002560686	0.000765288	0.003238753	0.03443147	0.675542661	0.189180778	0.018721714	0.006094748	0.016942007	0.011080908	0.024856232	0.004941419	0.091759264	0.036986073	0.689158905	0.006308512
NC338	0.010791113	0.000170107	0.013915979	0.00532782	0.002962924	NA	0.002679798	9.40E-05	0.021707696	0.004481844	0.000235088	0.006939277	0.004026161	0.001262806	0.074941121	0.001167478	0.008591153	0.008029119	6.85E-05	0.008885302	0.000545771	0.001699301	0.000901499	0.002075918	0.021321962	0.006521563	0.003975877	0.002994292	0.000778069	0.000952327	0.005174111	0.000658518	0.000752077	0.002166755	0.016593531	0.00027605	0.000151803	0.002013251	0.009665208	0.001371675	8.35E-05	0.014660503	5.72E-05	0.001833754	0.004424756	0.0040759	0.001417876	0.000992745	0.016928097	0.000360763	0.004061543	0.000460582	0.0014504	0.014752089	0.190570562	0.063931857	0.025078656	0.010494243	0.028964656	0.019851951	0.028059511	0.012951067	0.05559499	0.055036931	0.949239031	0.014332605
NC340	0.020203315	0.000156003	0.007551353	0.003343426	0.00169259	0.001068689	0.001432258	2.80E-05	0.009682789	0.002923277	0.002590831	0.010990387	0.002112739	0.001287485	0.075020505	0.000469479	0.014260336	0.006254384	0.001358618	0.01273803	0.00041399	0.033617301	0.003099447	0.001098232	0.018484288	0.022278116	0.004680186	0.001196674	0.000595884	0.002417059	0.042693086	0.000787044	0.000583075	0.005184606	0.014947739	0.000495534	0.00210162	0.003612097	0.001352295	0.000810483	0.000186527	0.018841644	0.000211437	0.002234456	0.002949005	0.006322138	NA	0.000850219	0.009753977	0.001979848	0.0031962	0.00112009	0.005666731	0.022212434	0.058904029	0.064239539	0.028025742	0.005189759	0.026901381	0.041783549	0.017526499	0.008750236	0.074603441	0.098121328	0.900420646	0.001603256
NC342	0.007050953	0.00032024	0.006030631	0.004824111	0.002287824	0.001372557	0.001650006	7.13E-05	0.017416412	0.017843481	0.003060177	0.006693099	0.004073942	0.001918878	0.061872365	0.001031414	0.005804304	0.011004164	0.000662812	0.004616812	0.0005864	0.031664241	0.001288306	0.0015135	0.020408163	0.03719918	0.005246891	0.010219093	0.004340152	0.001653408	0.007844258	0.001129665	0.000941889	0.0014994	0.024656275	0.000371954	0.000735675	0.003921808	0.005936965	0.001081895	0.000112005	0.016708689	0.000997891	0.001367282	0.002528349	0.003091925	0.000385708	0.00058857	0.051717014	0.001042851	0.045663509	0.001063014	0.004914425	0.042660025	0.131097516	0.073914467	0.039097039	0.010717635	0.014587892	0.038159246	0.01490049	0.047261793	0.072954346	0.04300451	0.622888105	0.001362033
NC344	0.005755246	0.000370408	0.009224167	0.00397849	0.003090554	0.000784902	0.004201232	4.64E-05	0.010901931	0.008035719	0.004119588	0.012318342	0.003057501	0.00156652	0.055963753	0.00095699	0.004617199	0.004340562	0.001039308	0.003150092	0.00032287	0.021685586	0.001062677	NA	0.019083969	0.015361401	0.009807043	0.002237651	0.001032192	0.000425189	0.028124553	0.000598582	0.000560813	0.002393781	0.012560453	0.000194573	0.001156784	0.005284415	0.016019858	0.000554749	8.83E-05	0.014778188	0.000466284	0.001484118	0.002181523	NA	0.000614246	0.000247163	0.026058359	0.001543277	0.016773643	0.000743175	0.003590776	0.014882443	0.158657484	0.067775369	0.014362688	0.003992185	0.010538756	0.030545568	0.014265815	0.030091795	0.042705671	0.025492879	0.282914876	NA
NC346	0.00461466	0.000146976	0.014111739	0.003651821	0.001812328	0.00038597	0.001721511	8.56E-05	0.016079679	0.00581695	0.00097685	0.007870388	0.007020383	0.001773325	0.065827197	0.000841197	0.005995266	0.007371354	9.72E-05	0.006000985	0.000298128	0.013158794	0.001120395	0.000728992	0.021598272	0.017226724	0.002512725	0.00153536	0.000560684	0.001080877	0.003397157	0.000405129	0.000384884	0.000895355	0.0139758	0.000353544	0.00085029	0.002925288	0.0084659	0.001555548	0.000419541	0.014429826	7.86E-05	0.002283167	0.004171786	0.003328873	0.000778003	0.000481362	0.013348891	0.001083965	0.002707912	0.001149447	0.005045809	0.0183764	0.212768049	0.114774614	0.048672301	0.014529925	0.05306667	0.062160161	0.017233396	0.041338523	0.146478951	0.089116221	0.819210567	0.014136693
NC348	0.017622353	2.39E-05	0.009180582	0.004408395	0.001392179	0.000913869	0.001414384	1.39E-05	0.009596513	0.006961879	0.001123214	0.010139657	0.003528323	0.001159219	0.065548486	0.000386243	0.001156275	0.007134728	0.000976372	0.006550978	0.000769296	0.008666083	0.001161366	0.000889825	0.020283976	0.013545427	0.001698315	0.006221963	0.001604653	0.001362983	0.000957909	0.000695078	0.000677351	0.004087108	0.01465116	0.000379434	0.000501128	0.001243865	0.002247655	0.000833639	0.000100778	0.00896725	0.000553326	0.001342128	0.004130842	0.004625775	1.05E-05	0.002601205	0.029801792	0.000640978	0.07958811	0.001119779	0.002916235	0.075094027	0.079208408	0.049966107	0.020827296	0.01511596	0.017560904	0.05879507	0.024054881	0.065418409	0.091187337	0.085624767	1.229405555	0.020342189
NC350	0.014036747	0.000122466	0.01209832	0.027949185	0.004518211	0.00019456	0.003422816	4.56E-05	0.017603434	0.003640879	0.005710029	0.009236128	0.004014374	0.001503953	0.064576415	0.000613599	0.007492134	0.007048958	8.87E-05	0.011598103	0.000534581	0.044427053	0.002588994	0.000782244	0.019762846	0.011745977	0.005026431	0.003069266	0.001619241	0.002432736	0.014386612	0.000932277	0.001314474	0.001148116	0.019717302	0.000263733	0.001217162	0.002369915	0.005450615	0.001150022	3.03E-05	0.013318912	0.000276628	0.000582602	0.003018577	0.002990756	0.001172	0.000132057	0.011925419	0.000225939	0.000618998	0.000166231	0.000582665	0.0111844	0.119265849	0.089720619	0.015940829	0.007378429	0.020640694	0.017133802	0.019713326	0.010664734	0.053994436	0.042055696	0.538782897	0.002917158
NC352	0.012387967	0.00016093	0.020653566	0.003562599	0.004015462	0.000209311	0.003831831	6.06E-05	0.01691374	0.008569388	0.006083082	0.013281011	0.004707755	0.003836333	0.078558093	0.001275776	0.009591785	0.009163017	9.14E-05	0.010579751	0.000547024	0.063772338	0.001816523	0.00087009	0.020876827	0.024221935	0.003582637	0.005291746	0.001686346	0.002440398	0.008338455	0.001004452	0.001575001	0.000670797	0.026870503	0.000909086	0.000947511	0.002909113	0.004953843	0.001695794	0.000352487	0.016876456	0.000142605	0.003437875	0.003516819	0.003751873	0.000364788	0.00025915	0.01575882	0.001111802	0.004966778	0.001038502	0.00495473	0.056728936	0.162915729	0.127764507	0.03954886	0.009040252	0.036400008	0.020805126	0.027652534	0.002873999	0.093204814	0.086088529	1.427833937	0.010832767
NC354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC356	0.009593195	0.000138342	0.011094614	0.006436537	0.00175391	0.000758181	0.002169172	3.53E-05	0.011188779	0.006872909	0.000143797	0.006376527	0.003165968	0.001675637	0.063229222	0.002445559	0.011496001	0.009452778	9.51E-05	0.006333952	0.000301944	0.001150199	0.000894626	0.000814633	0.020325203	0.003912645	0.002630805	0.001316648	0.000636621	0.002349971	0.003896279	0.000739858	0.000434653	0.000792752	0.014929876	0.000536289	0.000854185	0.003652387	0.006004908	0.00046869	0.000123873	0.011143061	0.000277514	0.002361238	0.006506567	NA	0.005445137	8.68E-05	0.018608948	NA	0.00513412	NA	NA	0.017788148	0.121092556	0.074609517	NA	0.008230608	0.023246755	0.023691794	0.012283083	0.008628525	0.082154241	0.033624022	0.810919064	0.00432997
