TF_ID	Gene_ID_V3	Family	Gene_ID_V4
GRMZM2G007406_P01	GRMZM2G007406	ERF	Zm00001d047860
GRMZM2G008234_P01	GRMZM2G008234	ERF	Zm00001d018731
GRMZM2G009598_P01	GRMZM2G009598	ERF	Zm00001d034605
GRMZM2G010100_P01	GRMZM2G010100	ERF	Zm00001d033353
GRMZM2G011110_P01	GRMZM2G011110	ERF	Zm00001d052152
GRMZM2G011236_P01	GRMZM2G011236	ERF	Zm00001d006653
GRMZM2G015281_P01	GRMZM2G015281	ERF	Zm00001d028524
GRMZM2G016079_P01	GRMZM2G016079	ERF	Zm00001d031498
GRMZM2G016434_P01	GRMZM2G016434	ERF	Zm00001d016616
GRMZM2G018138_P01	GRMZM2G018138	ERF	Zm00001d021214
GRMZM2G018398_P01	GRMZM2G018398	ERF	Zm00001d052087
GRMZM2G018398_P02	GRMZM2G018398	ERF	Zm00001d052087
GRMZM2G018984_P02	GRMZM2G018984	ERF	Zm00001d027925
GRMZM2G019443_P01	GRMZM2G019443	ERF	Zm00001d019116
GRMZM2G020016_P01	GRMZM2G020016	ERF	Zm00001d038584
GRMZM2G020054_P01	GRMZM2G020054	ERF	Zm00001d024324
GRMZM2G020150_P01	GRMZM2G020150	ERF	Zm00001d038585
GRMZM2G021369_P01	GRMZM2G021369	ERF	Zm00001d018191
GRMZM2G021369_P02	GRMZM2G021369	ERF	Zm00001d018191
GRMZM2G021369_P03	GRMZM2G021369	ERF	Zm00001d018191
GRMZM2G021573_P02	GRMZM2G021573	ERF	Zm00001d048004
GRMZM2G021790_P01	GRMZM2G021790	ERF	Zm00001d009573
GRMZM2G023708_P01	GRMZM2G023708	ERF	Zm00001d025298
GRMZM2G024871_P01	GRMZM2G024871	ERF	Zm00001d014113
GRMZM2G025062_P01	GRMZM2G025062	ERF	Zm00001d022461
GRMZM2G026926_P01	GRMZM2G026926	ERF	Zm00001d002867
GRMZM2G028151_P02	GRMZM2G028151	ERF	Zm00001d034204
GRMZM2G028386_P01	GRMZM2G028386	ERF	Zm00001d031861
GRMZM2G028969_P01	GRMZM2G028969	ERF	Zm00001d002747
GRMZM2G029323_P01	GRMZM2G029323	ERF	Zm00001d052229
GRMZM2G033656_P01	GRMZM2G033656	ERF	Zm00001d031501
GRMZM2G039112_P01	GRMZM2G039112	ERF	Zm00001d030862
GRMZM2G039870_P01	GRMZM2G039870	ERF	Zm00001d030513
GRMZM2G040664_P01	GRMZM2G040664	ERF	Zm00001d025910
GRMZM2G041839_P01	GRMZM2G041839	ERF	Zm00001d017478
GRMZM2G042756_P01	GRMZM2G042756	ERF	Zm00001d002618
GRMZM2G044077_P01	GRMZM2G044077	ERF	Zm00001d008968
GRMZM2G047918_P01	GRMZM2G047918	ERF	Zm00001d016262
GRMZM2G047999_P01	GRMZM2G047999	ERF	Zm00001d016623
GRMZM2G048621_P01	GRMZM2G048621	ERF	Zm00001d051350
GRMZM2G050851_P01	GRMZM2G050851	ERF	Zm00001d032095
GRMZM2G052667_P01	GRMZM2G052667	ERF	Zm00001d020595
GRMZM2G052667_P02	GRMZM2G052667	ERF	Zm00001d020595
GRMZM2G052720_P01	GRMZM2G052720	ERF	Zm00001d053859
GRMZM2G053503_P02	GRMZM2G053503	ERF	Zm00001d009103
GRMZM2G055070_P01	GRMZM2G055070	ERF	Zm00001d024436
GRMZM2G055180_P01	GRMZM2G055180	ERF	Zm00001d002762
GRMZM2G055204_P01	GRMZM2G055204	ERF	Zm00001d018081
GRMZM2G057386_P01	GRMZM2G057386	ERF	Zm00001d017466
GRMZM2G059939_P01	GRMZM2G059939	ERF	Zm00001d038907
GRMZM2G060206_P01	GRMZM2G060206	ERF	Zm00001d049903
GRMZM2G060249_P01	GRMZM2G060249	ERF	NA
GRMZM2G060465_P01	GRMZM2G060465	ERF	Zm00001d052365
GRMZM2G060517_P01	GRMZM2G060517	ERF	Zm00001d019744
GRMZM2G060876_P01	GRMZM2G060876	ERF	NA
GRMZM2G061487_P01	GRMZM2G061487	ERF	Zm00001d032295
GRMZM2G061487_P02	GRMZM2G061487	ERF	Zm00001d032295
GRMZM2G066158_P01	GRMZM2G066158	ERF	Zm00001d010676
GRMZM2G067463_P01	GRMZM2G067463	ERF	Zm00001d002011
GRMZM2G068967_P01	GRMZM2G068967	ERF	Zm00001d002364
GRMZM2G069082_P01	GRMZM2G069082	ERF	Zm00001d021205
GRMZM2G069126_P01	GRMZM2G069126	ERF	Zm00001d021207
GRMZM2G069146_P01	GRMZM2G069146	ERF	Zm00001d021208
GRMZM2G072926_P01	GRMZM2G072926	ERF	Zm00001d051355
GRMZM2G073047_P01	GRMZM2G073047	ERF	Zm00001d046292
GRMZM2G073258_P01	GRMZM2G073258	ERF	NA
GRMZM2G076896_P01	GRMZM2G076896	ERF	Zm00001d053195
GRMZM2G076896_P02	GRMZM2G076896	ERF	Zm00001d053195
GRMZM2G079653_P01	GRMZM2G079653	ERF	Zm00001d015639
GRMZM2G079825_P01	GRMZM2G079825	ERF	Zm00001d003871
GRMZM2G080516_P01	GRMZM2G080516	ERF	Zm00001d026191
GRMZM2G081892_P01	GRMZM2G081892	ERF	Zm00001d008546
GRMZM2G081892_P02	GRMZM2G081892	ERF	Zm00001d008546
GRMZM2G084264_P01	GRMZM2G084264	ERF	Zm00001d037165
GRMZM2G085678_P01	GRMZM2G085678	ERF	Zm00001d015759
GRMZM2G085964_P01	GRMZM2G085964	ERF	Zm00001d037941
GRMZM2G085964_P02	GRMZM2G085964	ERF	Zm00001d037941
GRMZM2G087040_P01	GRMZM2G087040	ERF	Zm00001d016848
GRMZM2G087059_P01	GRMZM2G087059	ERF	Zm00001d003884
GRMZM2G087059_P02	GRMZM2G087059	ERF	Zm00001d003884
GRMZM2G089995_P01	GRMZM2G089995	ERF	Zm00001d049364
GRMZM2G093595_P01	GRMZM2G093595	ERF	Zm00001d038001
GRMZM2G097081_P01	GRMZM2G097081	ERF	Zm00001d052102
GRMZM2G097182_P01	GRMZM2G097182	ERF	Zm00001d041981
GRMZM2G100727_P01	GRMZM2G100727	ERF	Zm00001d038320
GRMZM2G100982_P01	GRMZM2G100982	ERF	Zm00001d009622
GRMZM2G103085_P01	GRMZM2G103085	ERF	Zm00001d018158
GRMZM2G104260_P01	GRMZM2G104260	ERF	Zm00001d026486
GRMZM2G104866_P01	GRMZM2G104866	ERF	Zm00001d046651
GRMZM2G104866_P02	GRMZM2G104866	ERF	Zm00001d046651
GRMZM2G105266_P01	GRMZM2G105266	ERF	Zm00001d042588
GRMZM2G106591_P01	GRMZM2G106591	ERF	Zm00001d036889
GRMZM2G110333_P01	GRMZM2G110333	ERF	Zm00001d018305
GRMZM2G111415_P01	GRMZM2G111415	ERF	Zm00001d052026
GRMZM2G113060_P01	GRMZM2G113060	ERF	Zm00001d048208
GRMZM2G114820_P01	GRMZM2G114820	ERF	Zm00001d047339
GRMZM2G119865_P01	GRMZM2G119865	ERF	Zm00001d036298
GRMZM2G120401_P01	GRMZM2G120401	ERF	NA
GRMZM2G123119_P01	GRMZM2G123119	ERF	Zm00001d019734
GRMZM2G124011_P01	GRMZM2G124011	ERF	Zm00001d006170
GRMZM2G124037_P01	GRMZM2G124037	ERF	Zm00001d006169
GRMZM2G125460_P01	GRMZM2G125460	ERF	Zm00001d007033
GRMZM2G129674_P01	GRMZM2G129674	ERF	Zm00001d027924
GRMZM2G129777_P01	GRMZM2G129777	ERF	Zm00001d039989
GRMZM2G131266_P03	GRMZM2G131266	ERF	Zm00001d032144
GRMZM2G131266_P04	GRMZM2G131266	ERF	Zm00001d032144
GRMZM2G131281_P01	GRMZM2G131281	ERF	Zm00001d021089
GRMZM2G132185_P01	GRMZM2G132185	ERF	Zm00001d012585
GRMZM2G132223_P01	GRMZM2G132223	ERF	Zm00001d012584
GRMZM2G133168_P01	GRMZM2G133168	ERF	Zm00001d039424
GRMZM2G133168_P02	GRMZM2G133168	ERF	Zm00001d039424
GRMZM2G135452_P01	GRMZM2G135452	ERF	Zm00001d035835
GRMZM2G137341_P01	GRMZM2G137341	ERF	Zm00001d017592
GRMZM2G138396_P01	GRMZM2G138396	ERF	Zm00001d005892
GRMZM2G139740_P01	GRMZM2G139740	ERF	Zm00001d050787
GRMZM2G139765_P01	GRMZM2G139765	ERF	Zm00001d017366
GRMZM2G141219_P03	GRMZM2G141219	ERF	Zm00001d020540
GRMZM2G141679_P01	GRMZM2G141679	ERF	Zm00001d020267
GRMZM2G142179_P01	GRMZM2G142179	ERF	Zm00001d039324
GRMZM2G146028_P01	GRMZM2G146028	ERF	Zm00001d053707
GRMZM2G148333_P01	GRMZM2G148333	ERF	Zm00001d005798
GRMZM2G148333_P02	GRMZM2G148333	ERF	Zm00001d005798
GRMZM2G149756_P01	GRMZM2G149756	ERF	Zm00001d042717
GRMZM2G151542_P01	GRMZM2G151542	ERF	Zm00001d011499
GRMZM2G156006_P01	GRMZM2G156006	ERF	Zm00001d045120
GRMZM2G156737_P01	GRMZM2G156737	ERF	Zm00001d049889
GRMZM2G160971_P01	GRMZM2G160971	ERF	Zm00001d044004
GRMZM2G163745_P01	GRMZM2G163745	ERF	Zm00001d032077
GRMZM2G165257_P01	GRMZM2G165257	ERF	NA
GRMZM2G169382_P01	GRMZM2G169382	ERF	Zm00001d040651
GRMZM2G171179_P01	GRMZM2G171179	ERF	Zm00001d045044
GRMZM2G171179_P02	GRMZM2G171179	ERF	Zm00001d045044
GRMZM2G171569_P01	GRMZM2G171569	ERF	Zm00001d019216
GRMZM2G172936_P01	GRMZM2G172936	ERF	Zm00001d002744
GRMZM2G173771_P01	GRMZM2G173771	ERF	Zm00001d052167
GRMZM2G174347_P01	GRMZM2G174347	ERF	Zm00001d000339
GRMZM2G174917_P01	GRMZM2G174917	ERF	Zm00001d002079
GRMZM2G175525_P01	GRMZM2G175525	ERF	Zm00001d025409
GRMZM2G175543_P01	GRMZM2G175543	ERF	Zm00001d036536
GRMZM2G175856_P01	GRMZM2G175856	ERF	Zm00001d031728
GRMZM2G300924_P01	GRMZM2G300924	ERF	Zm00001d051239
GRMZM2G301860_P01	GRMZM2G301860	ERF	Zm00001d045204
GRMZM2G307119_P01	GRMZM2G307119	ERF	Zm00001d022488
GRMZM2G307152_P01	GRMZM2G307152	ERF	Zm00001d042593
GRMZM2G309731_P01	GRMZM2G309731	ERF	Zm00001d031673
GRMZM2G310368_P01	GRMZM2G310368	ERF	Zm00001d043205
GRMZM2G317596_P01	GRMZM2G317596	ERF	Zm00001d039019
GRMZM2G322672_P01	GRMZM2G322672	ERF	Zm00001d015305
GRMZM2G323172_P01	GRMZM2G323172	ERF	Zm00001d037531
GRMZM2G328197_P01	GRMZM2G328197	ERF	Zm00001d036251
GRMZM2G348307_P01	GRMZM2G348307	ERF	Zm00001d050137
GRMZM2G363052_P01	GRMZM2G363052	ERF	Zm00001d020043
GRMZM2G368838_P01	GRMZM2G368838	ERF	Zm00001d002620
GRMZM2G369472_P01	GRMZM2G369472	ERF	Zm00001d031796
GRMZM2G376255_P01	GRMZM2G376255	ERF	Zm00001d048296
GRMZM2G379652_P01	GRMZM2G379652	ERF	Zm00001d019096
GRMZM2G380377_P01	GRMZM2G380377	ERF	Zm00001d036003
GRMZM2G381441_P01	GRMZM2G381441	ERF	Zm00001d034920
GRMZM2G384386_P01	GRMZM2G384386	ERF	Zm00001d021892
GRMZM2G399098_P01	GRMZM2G399098	ERF	Zm00001d048297
GRMZM2G399598_P01	GRMZM2G399598	ERF	Zm00001d007236
GRMZM2G419901_P01	GRMZM2G419901	ERF	Zm00001d027870
GRMZM2G421033_P01	GRMZM2G421033	ERF	Zm00001d026447
GRMZM2G425798_P02	GRMZM2G425798	ERF	Zm00001d025281
GRMZM2G429378_P01	GRMZM2G429378	ERF	Zm00001d045262
GRMZM2G434203_P01	GRMZM2G434203	ERF	Zm00001d017591
GRMZM2G438202_P01	GRMZM2G438202	ERF	Zm00001d026271
GRMZM2G457562_P01	GRMZM2G457562	ERF	Zm00001d010175
GRMZM2G458437_P01	GRMZM2G458437	ERF	Zm00001d007119
GRMZM2G461907_P01	GRMZM2G461907	ERF	Zm00001d028068
GRMZM2G466044_P01	GRMZM2G466044	ERF	Zm00001d017462
GRMZM2G474326_P01	GRMZM2G474326	ERF	Zm00001d043491
GRMZM2G475678_P01	GRMZM2G475678	ERF	Zm00001d002760
GRMZM2G477287_P01	GRMZM2G477287	ERF	Zm00001d029679
GRMZM2G478965_P01	GRMZM2G478965	ERF	Zm00001d019098
GRMZM2G480434_P01	GRMZM2G480434	ERF	Zm00001d031499
GRMZM2G481668_P01	GRMZM2G481668	ERF	Zm00001d038216
GRMZM2G544539_P01	GRMZM2G544539	ERF	Zm00001d023535
GRMZM5G805505_P01	GRMZM5G805505	ERF	Zm00001d002761
GRMZM5G806839_P01	GRMZM5G806839	ERF	Zm00001d029884
GRMZM5G816314_P01	GRMZM5G816314	ERF	Zm00001d017480
GRMZM5G837876_P01	GRMZM5G837876	ERF	NA
GRMZM5G842961_P01	GRMZM5G842961	ERF	Zm00001d017477
GRMZM5G846057_P01	GRMZM5G846057	ERF	Zm00001d039077
GRMZM5G852704_P01	GRMZM5G852704	ERF	Zm00001d044857
GRMZM5G889719_P01	GRMZM5G889719	ERF	Zm00001d000179
GRMZM2G018876_P01	GRMZM2G018876	DBB	Zm00001d003195
GRMZM2G019335_P01	GRMZM2G019335	DBB	Zm00001d051018
GRMZM2G021777_P02	GRMZM2G021777	DBB	Zm00001d017176
GRMZM2G028594_P01	GRMZM2G028594	DBB	NA
GRMZM2G028594_P03	GRMZM2G028594	DBB	NA
GRMZM2G070446_P01	GRMZM2G070446	DBB	Zm00001d036214
GRMZM2G075562_P02	GRMZM2G075562	DBB	Zm00001d017885
GRMZM2G095299_P01	GRMZM2G095299	DBB	Zm00001d017147
GRMZM2G098442_P01	GRMZM2G098442	DBB	Zm00001d025957
GRMZM2G110541_P01	GRMZM2G110541	DBB	Zm00001d017412
GRMZM2G118884_P01	GRMZM2G118884	DBB	Zm00001d014765
GRMZM2G131982_P02	GRMZM2G131982	DBB	Zm00001d002806
GRMZM2G143718_P01	GRMZM2G143718	DBB	Zm00001d021278
GRMZM2G143718_P02	GRMZM2G143718	DBB	Zm00001d021278
GRMZM2G422644_P01	GRMZM2G422644	DBB	Zm00001d006198
GRMZM2G422644_P02	GRMZM2G422644	DBB	Zm00001d006198
GRMZM5G834596_P01	GRMZM5G834596	DBB	Zm00001d039437
GRMZM5G834596_P03	GRMZM5G834596	DBB	Zm00001d039437
GRMZM5G834596_P05	GRMZM5G834596	DBB	Zm00001d039437
GRMZM5G834596_P06	GRMZM5G834596	DBB	Zm00001d039437
AC233888.1_FGP002	AC233888.1_FG002	CO-like	Zm00001d025770
GRMZM2G012717_P01	GRMZM2G012717	CO-like	Zm00001d037327
GRMZM2G013398_P03	GRMZM2G013398	CO-like	Zm00001d045804
GRMZM2G013398_P04	GRMZM2G013398	CO-like	Zm00001d045804
GRMZM2G021777_P01	GRMZM2G021777	CO-like	Zm00001d017176
GRMZM2G038783_P01	GRMZM2G038783	CO-like	Zm00001d046925
GRMZM2G041991_P01	GRMZM2G041991	CO-like	Zm00001d017939
GRMZM2G042198_P01	GRMZM2G042198	CO-like	NA
GRMZM2G075562_P01	GRMZM2G075562	CO-like	Zm00001d017885
GRMZM2G092363_P01	GRMZM2G092363	CO-like	Zm00001d024200
GRMZM2G095598_P01	GRMZM2G095598	CO-like	Zm00001d003162
GRMZM2G107886_P01	GRMZM2G107886	CO-like	Zm00001d045661
GRMZM2G114137_P01	GRMZM2G114137	CO-like	Zm00001d013443
GRMZM2G144346_P01	GRMZM2G144346	CO-like	Zm00001d033719
GRMZM2G148772_P01	GRMZM2G148772	CO-like	Zm00001d015468
GRMZM2G167560_P01	GRMZM2G167560	CO-like	NA
GRMZM2G176173_P01	GRMZM2G176173	CO-like	Zm00001d049347
GRMZM2G405368_P01	GRMZM2G405368	CO-like	Zm00001d045735
GRMZM2G013612_P01	GRMZM2G013612	ARR-B	Zm00001d004102
GRMZM2G099797_P01	GRMZM2G099797	ARR-B	Zm00001d028265
GRMZM2G099797_P02	GRMZM2G099797	ARR-B	Zm00001d028265
GRMZM2G099797_P03	GRMZM2G099797	ARR-B	Zm00001d028265
GRMZM2G100318_P01	GRMZM2G100318	ARR-B	Zm00001d012128
GRMZM2G126834_P01	GRMZM2G126834	ARR-B	Zm00001d048046
GRMZM2G126834_P02	GRMZM2G126834	ARR-B	Zm00001d048046
GRMZM2G133262_P01	GRMZM2G133262	ARR-B	Zm00001d014723
GRMZM2G133262_P02	GRMZM2G133262	ARR-B	Zm00001d014723
GRMZM2G177220_P01	GRMZM2G177220	ARR-B	Zm00001d042463
GRMZM2G360523_P01	GRMZM2G360523	ARR-B	Zm00001d046755
GRMZM2G409974_P01	GRMZM2G409974	ARR-B	Zm00001d045112
GRMZM2G479110_P01	GRMZM2G479110	ARR-B	Zm00001d018380
AC155434.2_FGP005	AC155434.2_FG005	G2-like	Zm00001d022526
AC219020.4_FGP002	AC219020.4_FG002	G2-like	Zm00001d037015
AC233960.1_FGP003	AC233960.1_FG003	G2-like	Zm00001d017726
AC234155.1_FGP002	AC234155.1_FG002	G2-like	Zm00001d010634
AC234520.1_FGP003	AC234520.1_FG003	G2-like	Zm00001d030891
GRMZM2G006477_P01	GRMZM2G006477	G2-like	Zm00001d029020
GRMZM2G006477_P02	GRMZM2G006477	G2-like	Zm00001d029020
GRMZM2G009060_P01	GRMZM2G009060	G2-like	Zm00001d028984
GRMZM2G010920_P01	GRMZM2G010920	G2-like	Zm00001d015226
GRMZM2G016370_P01	GRMZM2G016370	G2-like	Zm00001d023411
GRMZM2G026833_P01	GRMZM2G026833	G2-like	Zm00001d044785
GRMZM2G026833_P02	GRMZM2G026833	G2-like	Zm00001d044785
GRMZM2G031870_P01	GRMZM2G031870	G2-like	NA
GRMZM2G034563_P01	GRMZM2G034563	G2-like	Zm00001d030911
GRMZM2G035370_P01	GRMZM2G035370	G2-like	Zm00001d001936
GRMZM2G035370_P02	GRMZM2G035370	G2-like	Zm00001d001936
GRMZM2G035370_P03	GRMZM2G035370	G2-like	Zm00001d001936
GRMZM2G035370_P04	GRMZM2G035370	G2-like	Zm00001d001936
GRMZM2G039074_P02	GRMZM2G039074	G2-like	Zm00001d033310
GRMZM2G052544_P01	GRMZM2G052544	G2-like	Zm00001d015407
GRMZM2G056400_P01	GRMZM2G056400	G2-like	Zm00001d032249
GRMZM2G060485_P01	GRMZM2G060485	G2-like	Zm00001d015521
GRMZM2G060834_P01	GRMZM2G060834	G2-like	Zm00001d017702
GRMZM2G060834_P02	GRMZM2G060834	G2-like	Zm00001d017702
GRMZM2G064197_P01	GRMZM2G064197	G2-like	Zm00001d020019
GRMZM2G064197_P02	GRMZM2G064197	G2-like	Zm00001d020019
GRMZM2G064197_P03	GRMZM2G064197	G2-like	Zm00001d020019
GRMZM2G067702_P01	GRMZM2G067702	G2-like	Zm00001d011785
GRMZM2G067702_P02	GRMZM2G067702	G2-like	Zm00001d011785
GRMZM2G069525_P01	GRMZM2G069525	G2-like	Zm00001d002649
GRMZM2G070865_P01	GRMZM2G070865	G2-like	Zm00001d051527
GRMZM2G074908_P01	GRMZM2G074908	G2-like	Zm00001d042892
GRMZM2G081671_P01	GRMZM2G081671	G2-like	Zm00001d046947
GRMZM2G082264_P01	GRMZM2G082264	G2-like	Zm00001d020384
GRMZM2G082264_P02	GRMZM2G082264	G2-like	Zm00001d020384
GRMZM2G087804_P01	GRMZM2G087804	G2-like	Zm00001d039260
GRMZM2G087804_P03	GRMZM2G087804	G2-like	Zm00001d039260
GRMZM2G090230_P01	GRMZM2G090230	G2-like	Zm00001d026106
GRMZM2G100176_P01	GRMZM2G100176	G2-like	Zm00001d018697
GRMZM2G100709_P01	GRMZM2G100709	G2-like	Zm00001d036638
GRMZM2G106185_P01	GRMZM2G106185	G2-like	Zm00001d017563
GRMZM2G106185_P02	GRMZM2G106185	G2-like	Zm00001d017563
GRMZM2G113742_P01	GRMZM2G113742	G2-like	Zm00001d032384
GRMZM2G113742_P02	GRMZM2G113742	G2-like	Zm00001d032384
GRMZM2G117193_P01	GRMZM2G117193	G2-like	Zm00001d032190
GRMZM2G117193_P02	GRMZM2G117193	G2-like	Zm00001d032190
GRMZM2G117193_P03	GRMZM2G117193	G2-like	Zm00001d032190
GRMZM2G117854_P01	GRMZM2G117854	G2-like	Zm00001d038546
GRMZM2G117854_P02	GRMZM2G117854	G2-like	Zm00001d038546
GRMZM2G117854_P03	GRMZM2G117854	G2-like	Zm00001d038546
GRMZM2G123308_P02	GRMZM2G123308	G2-like	Zm00001d024532
GRMZM2G124495_P01	GRMZM2G124495	G2-like	Zm00001d026542
GRMZM2G124540_P01	GRMZM2G124540	G2-like	Zm00001d034160
GRMZM2G125704_P02	GRMZM2G125704	G2-like	Zm00001d002439
GRMZM2G126175_P01	GRMZM2G126175	G2-like	NA
GRMZM2G142748_P01	GRMZM2G142748	G2-like	Zm00001d046791
GRMZM2G159119_P01	GRMZM2G159119	G2-like	Zm00001d023402
GRMZM2G162409_P01	GRMZM2G162409	G2-like	Zm00001d019536
GRMZM2G162409_P02	GRMZM2G162409	G2-like	Zm00001d019536
GRMZM2G162409_P03	GRMZM2G162409	G2-like	Zm00001d019536
GRMZM2G162409_P05	GRMZM2G162409	G2-like	Zm00001d019536
GRMZM2G168002_P04	GRMZM2G168002	G2-like	Zm00001d050404
GRMZM2G168002_P05	GRMZM2G168002	G2-like	Zm00001d050404
GRMZM2G171468_P01	GRMZM2G171468	G2-like	Zm00001d013202
GRMZM2G171468_P02	GRMZM2G171468	G2-like	Zm00001d013202
GRMZM2G171468_P03	GRMZM2G171468	G2-like	Zm00001d013202
GRMZM2G173882_P01	GRMZM2G173882	G2-like	Zm00001d007962
GRMZM2G173943_P02	GRMZM2G173943	G2-like	Zm00001d020020
GRMZM2G175827_P01	GRMZM2G175827	G2-like	Zm00001d050350
GRMZM2G175827_P02	GRMZM2G175827	G2-like	Zm00001d050350
GRMZM2G315506_P01	GRMZM2G315506	G2-like	Zm00001d049511
GRMZM2G333083_P01	GRMZM2G333083	G2-like	Zm00001d046174
GRMZM2G348238_P01	GRMZM2G348238	G2-like	Zm00001d039637
GRMZM2G370425_P01	GRMZM2G370425	G2-like	NA
GRMZM2G374986_P01	GRMZM2G374986	G2-like	Zm00001d048448
GRMZM2G379167_P01	GRMZM2G379167	G2-like	NA
GRMZM2G379656_P01	GRMZM2G379656	G2-like	Zm00001d032784
GRMZM2G396825_P01	GRMZM2G396825	G2-like	Zm00001d040630
GRMZM2G398055_P01	GRMZM2G398055	G2-like	Zm00001d038191
GRMZM2G401835_P01	GRMZM2G401835	G2-like	Zm00001d036802
GRMZM2G454449_P01	GRMZM2G454449	G2-like	Zm00001d046981
GRMZM2G471600_P01	GRMZM2G471600	G2-like	Zm00001d010280
GRMZM2G477238_P01	GRMZM2G477238	G2-like	Zm00001d016175
GRMZM2G701218_P01	GRMZM2G701218	G2-like	Zm00001d038527
GRMZM5G846506_P01	GRMZM5G846506	G2-like	Zm00001d005087
GRMZM5G869984_P02	GRMZM5G869984	G2-like	Zm00001d003037
GRMZM5G887276_P03	GRMZM5G887276	G2-like	Zm00001d027492
GRMZM5G887276_P04	GRMZM5G887276	G2-like	Zm00001d027492
GRMZM6G039492_P01	GRMZM6G039492	G2-like	NA
AC233912.1_FGP001	AC233912.1_FG001	MIKC_MADS	Zm00001d019189
GRMZM2G001139_P01	GRMZM2G001139	MIKC_MADS	Zm00001d011748
GRMZM2G001139_P02	GRMZM2G001139	MIKC_MADS	Zm00001d011748
GRMZM2G001139_P03	GRMZM2G001139	MIKC_MADS	Zm00001d011748
GRMZM2G003514_P01	GRMZM2G003514	MIKC_MADS	Zm00001d051465
GRMZM2G005155_P01	GRMZM2G005155	MIKC_MADS	NA
GRMZM2G005155_P02	GRMZM2G005155	MIKC_MADS	NA
GRMZM2G005155_P03	GRMZM2G005155	MIKC_MADS	NA
GRMZM2G010669_P01	GRMZM2G010669	MIKC_MADS	Zm00001d023955
GRMZM2G010669_P02	GRMZM2G010669	MIKC_MADS	Zm00001d023955
GRMZM2G010669_P03	GRMZM2G010669	MIKC_MADS	Zm00001d023955
GRMZM2G018589_P01	GRMZM2G018589	MIKC_MADS	Zm00001d042591
GRMZM2G026223_P01	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P02	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P03	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P04	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P05	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P06	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G026223_P07	GRMZM2G026223	MIKC_MADS	Zm00001d027425
GRMZM2G032339_P02	GRMZM2G032339	MIKC_MADS	Zm00001d034045
GRMZM2G032339_P03	GRMZM2G032339	MIKC_MADS	Zm00001d034045
GRMZM2G032339_P04	GRMZM2G032339	MIKC_MADS	Zm00001d034045
GRMZM2G046885_P01	GRMZM2G046885	MIKC_MADS	Zm00001d018142
GRMZM2G046885_P02	GRMZM2G046885	MIKC_MADS	Zm00001d018142
GRMZM2G052890_P01	GRMZM2G052890	MIKC_MADS	Zm00001d037737
GRMZM2G059102_P01	GRMZM2G059102	MIKC_MADS	Zm00001d027957
GRMZM2G059102_P02	GRMZM2G059102	MIKC_MADS	Zm00001d027957
GRMZM2G059102_P03	GRMZM2G059102	MIKC_MADS	Zm00001d027957
GRMZM2G059102_P04	GRMZM2G059102	MIKC_MADS	Zm00001d027957
GRMZM2G069370_P01	GRMZM2G069370	MIKC_MADS	Zm00001d025479
GRMZM2G070034_P01	GRMZM2G070034	MIKC_MADS	NA
GRMZM2G070034_P02	GRMZM2G070034	MIKC_MADS	NA
GRMZM2G071620_P01	GRMZM2G071620	MIKC_MADS	Zm00001d013258
GRMZM2G072582_P02	GRMZM2G072582	MIKC_MADS	Zm00001d018667
GRMZM2G079727_P01	GRMZM2G079727	MIKC_MADS	Zm00001d043589
GRMZM2G079727_P02	GRMZM2G079727	MIKC_MADS	Zm00001d043589
GRMZM2G087095_P01	GRMZM2G087095	MIKC_MADS	Zm00001d034047
GRMZM2G097059_P01	GRMZM2G097059	MIKC_MADS	Zm00001d021057
GRMZM2G099522_P01	GRMZM2G099522	MIKC_MADS	NA
GRMZM2G099522_P02	GRMZM2G099522	MIKC_MADS	NA
GRMZM2G102161_P01	GRMZM2G102161	MIKC_MADS	Zm00001d048082
GRMZM2G105387_P02	GRMZM2G105387	MIKC_MADS	Zm00001d049692
GRMZM2G105387_P03	GRMZM2G105387	MIKC_MADS	Zm00001d049692
GRMZM2G105387_P04	GRMZM2G105387	MIKC_MADS	Zm00001d049692
GRMZM2G110153_P01	GRMZM2G110153	MIKC_MADS	Zm00001d042618
GRMZM2G117961_P01	GRMZM2G117961	MIKC_MADS	Zm00001d035053
GRMZM2G128953_P01	GRMZM2G128953	MIKC_MADS	Zm00001d047742
GRMZM2G128953_P02	GRMZM2G128953	MIKC_MADS	Zm00001d047742
GRMZM2G129034_P01	GRMZM2G129034	MIKC_MADS	Zm00001d006094
GRMZM2G129034_P02	GRMZM2G129034	MIKC_MADS	Zm00001d006094
GRMZM2G135018_P01	GRMZM2G135018	MIKC_MADS	Zm00001d003168
GRMZM2G137387_P01	GRMZM2G137387	MIKC_MADS	Zm00001d018587
GRMZM2G137510_P01	GRMZM2G137510	MIKC_MADS	Zm00001d023736
GRMZM2G137510_P02	GRMZM2G137510	MIKC_MADS	Zm00001d023736
